date,open,high,low,close,volume
2025-09-09,54330.55078125,54350.6484375,54079.44921875,54216.1015625,93800
2025-09-10,54554.75,54705.19921875,54400.0,54536.0,116900
2025-09-11,54413.05078125,54757.44921875,54402.3984375,54669.6015625,96900
2025-09-12,54781.55078125,54852.25,54580.3515625,54809.30078125,80100
2025-09-15,54884.05078125,55018.69921875,54807.5,54887.8515625,72000
2025-09-16,54778.3984375,55185.44921875,54777.75,55147.6015625,98700
2025-09-17,55158.3515625,55540.75,55146.55078125,55493.30078125,155300
2025-09-18,55797.1015625,55835.25,55490.8984375,55727.44921875,134300
2025-09-19,55647.94921875,55688.75,55355.30078125,55458.8515625,190000
2025-09-22,55429.30078125,55666.3515625,55215.6015625,55284.75,118600
2025-09-23,55248.69921875,55662.0,55159.0,55509.75,171200
2025-09-24,55387.1015625,55511.1015625,55040.44921875,55121.5,172000
2025-09-25,55061.6484375,55276.6484375,54903.30078125,54976.19921875,158400
2025-09-26,54797.8984375,54897.0,54310.94921875,54389.3515625,127700
2025-09-29,54460.3984375,54686.05078125,54226.6015625,54461.0,218300
2025-09-30,54705.5,54793.05078125,54502.94921875,54635.8515625,206900
2025-10-01,54653.8984375,55406.75,54582.55078125,55347.94921875,173000
2025-10-03,55182.6015625,55616.44921875,55177.0,55589.25,156900
2025-10-06,55834.69921875,56164.19921875,55727.25,56104.8515625,162600
2025-10-07,56126.3984375,56502.44921875,56025.05078125,56239.3515625,153700
2025-10-08,56098.5,56303.6015625,55821.0,56018.25,133600
2025-10-09,55979.0,56286.25,55843.8984375,56192.05078125,118000
2025-10-10,56168.6015625,56760.25,56152.44921875,56609.75,163000
2025-10-13,56337.05078125,56770.8984375,56327.3984375,56625.0,123500
2025-10-14,56598.6484375,56721.30078125,56230.1484375,56496.44921875,129800
2025-10-15,56528.94921875,56922.69921875,56491.8515625,56799.8984375,123700
2025-10-16,57139.94921875,57525.80078125,56994.69921875,57422.55078125,148600
2025-10-17,57362.8984375,57830.19921875,57238.6484375,57713.3515625,147200
2025-10-20,57872.8515625,58261.55078125,57872.8515625,58033.19921875,341700
2025-10-21,58063.3984375,58155.55078125,57887.19921875,58007.19921875,39000
2025-10-23,58314.55078125,58577.5,57951.44921875,58078.05078125,291600
2025-10-24,58172.75,58232.8984375,57482.05078125,57699.6015625,132100
2025-10-27,57796.44921875,58224.55078125,57652.75,58114.25,153000
2025-10-28,58006.55078125,58313.80078125,57770.3515625,58214.1015625,256100
2025-10-29,58316.25,58469.8984375,58087.05078125,58385.25,151800
2025-10-30,58152.05078125,58331.19921875,57999.19921875,58031.1015625,223000
2025-10-31,57942.44921875,58254.94921875,57656.94921875,57776.3515625,307900
2025-11-03,57726.8515625,58247.55078125,57718.3984375,58101.44921875,27800
2025-11-04,57966.6484375,58119.6484375,57732.94921875,57827.05078125,168600
2025-11-06,57714.80078125,57945.05078125,57521.0,57554.25,170400
2025-11-07,57391.3984375,58001.3515625,57157.8515625,57876.80078125,142400
2025-11-10,57846.19921875,58097.19921875,57846.19921875,57937.55078125,123400
2025-11-11,57962.30078125,58187.3515625,57594.25,58138.1484375,119600
2025-11-12,58505.3515625,58507.69921875,58171.8515625,58274.6484375,149300
2025-11-13,58158.75,58615.94921875,58127.1015625,58381.94921875,121200
2025-11-14,58050.0,58590.1484375,58050.0,58517.55078125,114800
2025-11-17,58696.30078125,59001.55078125,58605.30078125,58962.69921875,157500
2025-11-18,58990.5,59103.6484375,58798.8984375,58899.25,145500
2025-11-19,58908.1484375,59264.25,58688.55078125,59216.05078125,149800
2025-11-20,59308.19921875,59440.1015625,59125.25,59347.69921875,120000
2025-11-21,59116.69921875,59232.1484375,58823.6484375,58867.69921875,121400
2025-11-24,58996.8984375,59309.8984375,58649.5,58835.3515625,190400
2025-11-25,58925.6484375,59166.1484375,58746.19921875,58820.30078125,137400
2025-11-26,58783.05078125,59554.94921875,58783.05078125,59528.05078125,140200
2025-11-27,59605.30078125,59866.6015625,59523.0,59737.30078125,137800
2025-11-28,59758.69921875,59897.5,59598.94921875,59752.69921875,100000
2025-12-01,60102.05078125,60114.30078125,59527.6015625,59681.3515625,122300
2025-12-02,59354.19921875,59656.55078125,59251.94921875,59273.80078125,207100
2025-12-03,59158.69921875,59414.8984375,58925.69921875,59348.25,166400
2025-12-04,59287.1015625,59548.69921875,59062.1484375,59288.69921875,109600
2025-12-05,59133.19921875,59806.6015625,59106.55078125,59777.19921875,119500
2025-12-08,59672.05078125,59713.1484375,59030.6015625,59238.55078125,131200
2025-12-09,58918.8515625,59358.25,58878.44921875,59222.3515625,137800
2025-12-10,59281.55078125,59440.8984375,58853.8984375,58960.3984375,105200
2025-12-11,58966.19921875,59423.3515625,58799.8984375,59209.8515625,96900
2025-12-12,59401.5,59545.69921875,59224.8515625,59389.94921875,107700
2025-12-15,59053.69921875,59533.0,59052.30078125,59461.80078125,125200
2025-12-16,59288.75,59335.25,58966.3515625,59034.6015625,123300
2025-12-17,59072.80078125,59127.19921875,58801.3984375,58926.75,132700
2025-12-18,58712.69921875,59211.0,58712.69921875,58912.8515625,97400
2025-12-19,59047.3984375,59140.55078125,58897.5,59069.19921875,179100
2025-12-22,59224.75,59371.19921875,59155.5,59304.0,114800
2025-12-23,59334.3515625,59402.3515625,59216.75,59299.55078125,91800
2025-12-24,59322.94921875,59478.1484375,59118.25,59183.6015625,82500
2025-12-26,59092.8515625,59180.6484375,58947.05078125,59011.3515625,72900
2025-12-29,59007.05078125,59140.3984375,58809.55078125,58932.3515625,106900
2025-12-30,58885.94921875,59272.69921875,58737.6015625,59171.25,295700
2025-12-31,59194.6015625,59766.19921875,59187.1015625,59581.8515625,122600
2026-01-01,59674.80078125,59743.19921875,59569.6484375,59711.55078125,71800
2026-01-02,59757.3984375,60203.75,59738.25,60150.94921875,250400
2026-01-05,60360.3984375,60437.3515625,59859.80078125,60044.19921875,318500
2026-01-06,59957.80078125,60305.0,59844.80078125,60118.3984375,295400
2026-01-07,60039.69921875,60065.3984375,59760.6484375,59990.8515625,376300
2026-01-08,59893.1484375,60112.8515625,59564.80078125,59686.5,312900
2026-01-09,59558.1484375,59739.6484375,59154.19921875,59251.55078125,272500
2026-01-12,59217.25,59541.1015625,58864.19921875,59450.5,262400
2026-01-13,59767.55078125,59767.55078125,59312.05078125,59578.80078125,224200
2026-01-14,59330.3515625,59796.6484375,59324.19921875,59580.1484375,341500
2026-01-16,59590.3515625,60235.1484375,59510.5,60095.1484375,478100
2026-01-19,60093.30078125,60107.5,59594.6015625,59891.3515625,492900
2026-01-20,59851.3984375,59993.5,59283.94921875,59404.19921875,396100
2026-01-21,59142.0,59447.3515625,58278.6015625,58800.30078125,331700
2026-01-22,59194.25,59573.1015625,58823.05078125,59200.1015625,300700
2026-01-23,59305.1484375,59400.1484375,58346.25,58473.1015625,323400
2026-01-27,58366.05078125,59436.80078125,58121.6015625,59205.44921875,388800
2026-01-28,59575.6484375,59699.8984375,59240.1015625,59598.80078125,289300
2026-01-29,59416.25,60060.69921875,59339.0,59957.8515625,617400
2026-01-30,59542.25,59906.8984375,59501.80078125,59610.44921875,317800
2026-02-02,58239.30078125,58687.05078125,57829.8515625,58619.0,282500
2026-02-03,61411.19921875,61764.8515625,59793.19921875,60041.30078125,368300
2026-02-04,60163.3515625,60389.3984375,59891.75,60238.1484375,255600
2026-02-05,60315.3515625,60328.30078125,59881.05078125,60063.6484375,200
2026-02-06,59967.1015625,60149.8984375,59644.55078125,60120.55078125,204800
2026-02-09,60805.19921875,60876.19921875,60495.69921875,60669.3515625,263400
2026-02-10,60740.80078125,60797.55078125,60531.55078125,60626.3984375,215900
2026-02-11,60670.25,60779.94921875,60444.6484375,60745.3515625,235100
2026-02-12,60786.1484375,60864.3984375,60597.6484375,60739.75,267000
2026-02-13,60504.3984375,60621.8984375,60073.55078125,60186.6484375,236600
2026-02-16,59947.80078125,61011.30078125,59861.1015625,60949.1015625,168600
2026-02-17,60821.1484375,61241.6015625,60560.0,61174.0,264000
2026-02-18,61255.3515625,61596.8515625,61100.8984375,61550.80078125,218100
2026-02-19,61660.8515625,61678.80078125,60592.8984375,60739.55078125,190600
2026-02-20,60627.8515625,61360.5,60562.3515625,61172.0,219800
2026-02-23,61145.55078125,61517.80078125,61029.1484375,61264.25,841900
2026-02-24,61392.1015625,61435.6484375,60801.8515625,61047.30078125,587700
2026-02-25,61175.05078125,61317.55078125,60816.75,61043.3515625,321600
2026-02-26,61193.8984375,61284.75,60813.30078125,61187.69921875,602700
2026-02-27,61057.44921875,61086.44921875,60438.94921875,60529.0,369200
2026-03-02,59204.30078125,60177.5,59148.0,59839.6484375,387100
2026-03-04,58447.1484375,59058.3984375,58393.55078125,58755.25,363100
2026-03-05,59008.25,59274.3515625,58506.3984375,59055.8515625,273500
2026-03-06,58629.6015625,58807.1484375,57696.3984375,57783.25,256900
2026-03-09,56121.3984375,56274.1484375,55270.6015625,56019.80078125,374100
2026-03-10,56583.8515625,57097.05078125,56387.19921875,56950.80078125,346800
2026-03-11,56790.3984375,56938.3984375,55631.94921875,55735.75,261000
2026-03-12,55008.19921875,55636.94921875,54760.55078125,55100.94921875,311300
2026-03-13,54592.05078125,54713.75,53675.69921875,53757.8515625,327500
2026-03-16,53721.5,54664.1484375,53258.1484375,54413.3984375,390200
2026-03-17,54649.1015625,54996.0,54113.1484375,54876.0,277100
2026-03-18,54927.05078125,55554.1484375,54689.1015625,55326.05078125,223200
2026-03-19,53474.55078125,54150.30078125,53240.6015625,53451.0,395300
2026-03-20,53548.19921875,54382.44921875,53297.55078125,53427.05078125,403500
2026-03-23,52576.1015625,52665.30078125,51323.6015625,51437.75,397300
2026-03-24,52384.80078125,52949.1484375,51827.5,52605.6484375,340600
2026-03-25,53024.75,54146.1484375,53024.75,53708.1015625,348600
2026-03-27,53244.25,53292.5,52211.19921875,52274.6015625,653000
2026-03-30,51527.8984375,51624.5,50105.25,50275.3515625,564900
2026-04-01,51433.8984375,52025.8515625,51133.55078125,51448.6484375,370100
